label,article_id,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total
0,2078,149,149,43,14,192
0,2081,36,36,5,2,41
0,2082,43,43,0,0,43
0,2083,24,24,0,0,24
0,2084,22,22,0,0,22
0,2085,120,120,16,6,136
0,2086,2,2,0,0,2
0,2087,55,55,26,3,81
0,2088,1,1,0,0,1
0,2089,35,35,22,7,57
0,2090,45,45,0,0,45
0,2091,25,25,0,0,25
0,2092,500,500,95,29,595
0,2093,79,79,54,9,133
0,2094,34,34,1,1,35
0,2095,15,15,2,1,17
0,2096,197,197,95,23,292
0,2097,27,27,0,0,27
0,2098,4,4,0,0,4
0,2099,500,500,664,106,1164
0,2100,34,34,1,1,35
0,2101,86,86,9,5,95
0,2103,33,33,0,0,33
0,2104,54,54,28,5,82
0,2105,16,16,2,1,18
0,2107,39,39,1,1,40
0,2108,5,5,0,0,5
0,2109,1,1,0,0,1
0,2110,35,35,2,1,37
0,2111,24,24,0,0,24
0,2112,4,4,0,0,4
0,2113,14,14,0,0,14
0,2114,17,17,1,1,18
0,2115,25,25,0,0,25
0,2116,23,23,0,0,23
0,2117,43,43,0,0,43
0,2118,29,29,0,0,29
0,2119,26,26,0,0,26
0,2120,87,87,150,24,237
0,2121,3,3,0,0,3
0,2122,26,26,0,0,26
0,2123,3,3,0,0,3
0,2124,21,21,0,0,21
0,2125,45,45,0,0,45
0,2126,44,44,0,0,44
0,2127,27,27,0,0,27
0,2128,4,4,0,0,4
0,2129,2,2,0,0,2
0,2130,45,45,0,0,45
0,2131,26,26,0,0,26
0,2132,2,2,0,0,2
0,2133,9,9,3,2,12
0,2134,37,37,0,0,37
0,2135,46,46,0,0,46
0,2136,33,33,28,5,61
0,2137,38,38,0,0,38
0,2138,15,15,57,5,72
0,2139,5,5,0,0,5
0,2140,2,2,0,0,2
0,2141,14,14,2,1,16
0,2142,365,365,58,20,423
0,2143,67,67,5,3,72
0,2144,34,34,3,2,37
0,2145,71,71,3,2,74
0,2146,38,38,0,0,38
0,2147,164,164,29,12,193
0,2148,54,54,1,1,55
0,2149,55,55,3,1,58
0,2151,31,31,27,9,58
0,2152,2,2,0,0,2
0,2155,1,1,0,0,1
0,2156,74,74,6,2,80
0,2157,19,19,0,0,19
0,2158,79,79,7,3,86
0,2159,194,194,17,9,211
0,2162,5,5,0,0,5
0,2165,24,24,0,0,24
0,2166,37,37,1,1,38
0,2167,38,38,1,1,39
0,2168,28,28,31,1,59
0,2169,64,64,0,0,64
0,2170,35,35,0,0,35
0,2171,12,12,0,0,12
0,2172,22,22,0,0,22
0,2173,20,20,0,0,20
0,2174,17,17,0,0,17
0,2175,2,2,0,0,2
0,2177,46,46,0,0,46
0,2178,34,34,18,2,52
0,2179,34,34,12,1,46
0,2180,40,40,4,3,44
0,2181,31,31,0,0,31
0,2182,25,25,1,1,26
0,2183,23,23,0,0,23
0,2184,53,53,4,1,57
0,2185,60,60,3,1,63
0,2186,33,33,0,0,33
0,2187,37,37,1,1,38
0,2188,45,45,28,1,73
0,2189,28,28,0,0,28
0,2190,49,49,0,0,49
0,2191,10,10,0,0,10
0,2192,23,23,1,1,24
0,2193,29,29,2,1,31
0,2194,28,28,0,0,28
0,2195,39,39,0,0,39
0,2196,23,23,0,0,23
0,2197,112,112,6,2,118
0,2198,1,1,0,0,1
0,2199,31,31,0,0,31
0,2200,24,24,0,0,24
0,2201,1,1,0,0,1
0,2202,38,38,0,0,38
0,2203,31,31,0,0,31
0,2204,26,26,0,0,26
0,2205,32,32,6,2,38
0,2206,2,2,1,1,3
0,2207,2,2,0,0,2
0,2208,7,7,0,0,7
0,2209,53,53,17,7,70
0,2210,214,214,127,45,341
0,2211,43,43,6,2,49
0,2212,18,18,0,0,18
0,2213,17,17,0,0,17
0,2214,2,2,0,0,2
0,2217,27,27,0,0,27
0,2218,13,13,0,0,13
0,2219,13,13,0,0,13
0,2220,22,22,0,0,22
0,2221,18,18,0,0,18
0,2222,27,27,2,2,29
0,2223,20,20,0,0,20
0,2225,8,8,8,3,16
0,2226,25,25,0,0,25
0,2227,21,21,0,0,21
0,2228,11,11,0,0,11
0,2229,23,23,0,0,23
0,2230,35,35,0,0,35
0,2231,8,8,8,5,16
0,2232,1,1,0,0,1
0,2234,1,1,0,0,1
0,2236,8,8,0,0,8
0,2237,22,22,0,0,22
0,2238,14,14,0,0,14
0,2239,10,10,0,0,10
0,2240,20,20,0,0,20
0,2241,9,9,0,0,9
0,2242,9,9,0,0,9
0,2243,31,31,0,0,31
0,2244,28,28,0,0,28
0,2245,30,30,1,1,31
0,2246,36,36,1,1,37
0,2249,3,3,3,1,6
0,2250,30,30,2,1,32
0,2251,24,24,0,0,24
0,2252,21,21,0,0,21
0,2253,14,14,0,0,14
0,2254,39,39,2,1,41
0,2255,14,14,0,0,14
0,2256,39,39,0,0,39
0,2257,32,32,0,0,32
0,2258,1,1,0,0,1
0,2259,45,45,86,4,131
0,2260,24,24,0,0,24
0,2261,55,55,1,1,56
0,2262,18,18,0,0,18
0,2263,3,3,0,0,3
0,2264,62,62,1,1,63
0,2265,83,83,13,7,96
0,2266,114,114,60,11,174
0,2267,21,21,0,0,21
0,2268,18,18,0,0,18
0,2269,59,59,9,3,68
0,2270,88,88,2,2,90
0,2271,18,18,2,1,20
0,2272,17,17,0,0,17
0,2273,10,10,0,0,10
0,2274,31,31,0,0,31
0,2275,70,70,3,3,73
0,2276,46,46,4,3,50
0,2277,88,88,6,3,94
0,2278,4,4,4,1,8
0,2279,77,77,264,16,341
0,2280,44,44,0,0,44
0,2281,17,17,0,0,17
0,2282,1,1,0,0,1
0,2283,56,56,13,6,69
0,2284,1,1,0,0,1
0,2285,2,2,0,0,2
0,2286,80,80,53,17,133
0,2287,10,10,0,0,10
0,2288,95,95,1,1,96
0,2289,50,50,7,4,57
0,2290,20,20,0,0,20
0,2291,11,11,0,0,11
0,2292,22,22,0,0,22
0,2293,26,26,8,2,34
0,2294,21,21,0,0,21
0,2295,15,15,0,0,15
0,2296,32,32,2,2,34
0,2297,7,7,0,0,7
0,2298,24,24,0,0,24
0,2299,25,25,0,0,25
0,2300,29,29,1,1,30
0,2301,15,15,0,0,15
0,2302,5,5,0,0,5
0,2303,30,30,1,1,31
0,2304,31,31,0,0,31
0,2305,1,1,0,0,1
0,2306,40,40,0,0,40
0,2307,12,12,0,0,12
0,2308,29,29,1,1,30
0,2309,51,51,0,0,51
0,2310,105,105,11,6,116
0,2311,27,27,0,0,27
0,2312,28,28,0,0,28
0,2313,28,28,2,2,30
0,2314,25,25,0,0,25
0,2315,24,24,0,0,24
0,2316,4,4,1,1,5
0,2317,2,2,0,0,2
0,2319,1,1,0,0,1
0,2320,30,30,1,1,31
0,2321,12,12,0,0,12
0,2322,15,15,0,0,15
0,2323,29,29,1,1,30
0,2324,22,22,0,0,22
0,2325,9,9,0,0,9
0,2326,52,52,6,2,58
0,2327,34,34,0,0,34
0,2328,22,22,0,0,22
0,2329,34,34,0,0,34
0,2330,21,21,0,0,21
0,2331,1,1,0,0,1
0,2332,40,40,120,1,160
0,2333,40,40,0,0,40
0,2334,56,56,1,1,57
0,2335,189,189,29,14,218
0,2336,32,32,2,2,34
0,2337,76,76,4,3,80
0,2338,59,59,3,2,62
0,2339,60,60,1,1,61
0,2340,52,52,1,1,53
0,2341,80,80,9,3,89
0,2342,60,60,95,2,155
0,2343,47,47,3,2,50
0,2344,35,35,0,0,35
0,2345,88,88,4,4,92
0,2346,53,53,1,1,54
0,2347,51,51,1,1,52
0,2348,13,13,0,0,13
0,2349,31,31,0,0,31
0,2351,18,18,0,0,18
0,2352,500,500,937,174,1437
0,2353,148,148,194,37,342
0,2354,13,13,0,0,13
0,2355,354,354,571,120,925
0,2356,72,72,37,11,109
0,2357,22,22,0,0,22
0,2358,9,9,0,0,9
0,2359,17,17,0,0,17
0,2361,358,358,319,65,677
0,2362,131,131,245,62,376
0,2363,8,8,0,0,8
0,2364,10,10,0,0,10
0,2365,18,18,16,2,34
0,2366,35,35,72,9,107
0,2367,2,2,0,0,2
0,2368,41,41,51,10,92
0,2369,500,500,734,149,1234
0,2370,500,500,1179,146,1679
0,2371,500,500,992,165,1492
0,2372,4,4,0,0,4
0,2373,6,6,0,0,6
0,2374,4,4,0,0,4
0,2375,0,0,8,7,8
0,2376,1,1,0,0,1
0,2377,134,134,43,12,177
0,2378,5,5,0,0,5
0,2379,7,7,0,0,7
0,2380,28,28,4,2,32
0,2381,14,14,0,0,14
0,2382,500,500,1306,166,1806
0,2383,37,37,0,0,37
0,2384,9,9,0,0,9
0,2385,1,1,0,0,1
0,2386,4,4,0,0,4
0,2387,9,9,0,0,9
0,2388,288,288,213,46,501
0,2389,3,3,0,0,3
0,2390,21,21,8,4,29
0,2391,497,497,1232,186,1729
0,2392,12,12,0,0,12
0,2393,13,13,0,0,13
0,2394,8,8,0,0,8
0,2395,13,13,0,0,13
0,2396,9,9,0,0,9
0,2398,7,7,0,0,7
0,2399,47,47,9,1,56
0,2400,35,35,0,0,35
0,2401,500,500,760,143,1260
0,2402,5,5,0,0,5
0,2403,22,22,9,2,31
0,2404,20,20,11,3,31
0,2405,12,12,2,2,14
0,2406,5,5,5,1,10
0,2407,75,75,23,10,98
0,2408,18,18,8,2,26
0,2409,3,3,0,0,3
0,2410,54,54,28,10,82
0,2411,5,5,0,0,5
0,2412,4,4,0,0,4
0,2413,190,190,143,29,333
0,2414,47,47,63,12,110
0,2415,316,316,612,139,928
0,2416,10,10,0,0,10
0,2417,4,4,0,0,4
0,2418,500,500,694,154,1194
0,2419,498,498,623,141,1121
0,2420,16,16,0,0,16
0,2421,6,6,0,0,6
0,2422,11,11,1,1,12
0,2423,497,497,773,165,1270
0,2424,486,486,1134,142,1620
0,2425,497,497,334,64,831
0,2426,7,7,0,0,7
0,2427,10,10,0,0,10
0,2428,27,27,14,6,41
0,2429,10,10,0,0,10
0,2430,1,1,0,0,1
0,2431,14,14,0,0,14
0,2432,4,4,1,1,5
0,2433,31,31,15,6,46
0,2434,497,497,1041,184,1538
0,2435,11,11,0,0,11
0,2436,12,12,0,0,12
0,2438,11,11,0,0,11
0,2439,10,10,0,0,10
0,2440,18,18,0,0,18
0,2441,12,12,0,0,12
0,2442,11,11,0,0,11
0,2443,2,2,0,0,2
0,2444,498,498,439,82,937
0,2445,7,7,0,0,7
0,2446,11,11,0,0,11
0,2447,0,0,14,5,14
0,2448,11,11,0,0,11
0,2450,13,13,0,0,13
0,2451,12,12,0,0,12
0,2452,7,7,0,0,7
0,2453,490,490,591,120,1081
0,2454,500,500,1570,149,2070
0,2455,178,178,82,26,260
0,2456,490,490,445,109,935
0,2457,492,492,872,184,1364
0,2458,11,11,0,0,11
0,2459,489,489,579,116,1068
0,2460,142,142,403,42,545
0,2461,24,24,20,6,44
0,2462,8,8,0,0,8
0,2463,13,13,0,0,13
0,2464,14,14,0,0,14
0,2465,12,12,0,0,12
0,2466,500,500,762,164,1262
0,2467,38,38,6,1,44
0,2468,416,416,316,83,732
0,2469,315,315,380,86,695
0,2470,11,11,0,0,11
0,2471,27,27,0,0,27
0,2472,108,108,73,12,181
0,2473,13,13,0,0,13
0,2475,5,5,4,3,9
0,2477,4,4,0,0,4
0,2478,7,7,0,0,7
0,2479,500,500,743,164,1243
0,2480,262,262,475,103,737
0,2481,500,500,620,133,1120
0,2482,28,28,0,0,28
0,2483,499,499,752,133,1251
0,2484,500,500,754,125,1254
0,2485,135,135,144,27,279
0,2486,24,24,0,0,24
0,2487,80,80,101,8,181
0,2488,500,500,576,135,1076
0,2489,14,14,0,0,14
0,2490,467,467,672,143,1139
0,2491,8,8,0,0,8
0,2492,65,65,6,1,71
0,2493,207,207,489,66,696
0,2494,24,24,10,4,34
0,2495,11,11,0,0,11
0,2496,8,8,0,0,8
0,2497,4,4,0,0,4
0,2498,3,3,0,0,3
0,2499,8,8,0,0,8
0,2500,10,10,0,0,10
0,2501,14,14,0,0,14
0,2502,314,314,98,31,412
0,2503,10,10,0,0,10
0,2504,3,3,0,0,3
0,2505,23,23,0,0,23
0,2507,9,9,0,0,9
0,2508,4,4,0,0,4
0,2509,498,498,1474,238,1972
0,2510,6,6,0,0,6
0,2511,36,36,16,3,52
0,2512,9,9,0,0,9
0,2513,3,3,0,0,3
0,2514,12,12,0,0,12
0,2515,487,487,370,100,857
0,2516,11,11,0,0,11
0,2517,11,11,0,0,11
0,2518,12,12,0,0,12
0,2519,500,500,986,177,1486
0,2520,53,53,2,1,55
0,2521,20,20,0,0,20
0,2522,2,2,0,0,2
0,2523,500,500,984,197,1484
0,2524,2,2,0,0,2
0,2525,497,497,644,103,1141
0,2526,56,56,59,10,115
0,2527,25,25,23,6,48
0,2529,0,0,5,2,5
0,2530,1,1,0,0,1
0,2531,12,12,0,0,12
0,2532,1,1,0,0,1
0,2533,20,20,7,2,27
0,2534,2,2,0,0,2
0,2535,105,105,107,27,212
0,2536,2,2,0,0,2
0,2537,9,9,0,0,9
0,2538,13,13,5,1,18
0,2539,487,487,669,134,1156
0,2540,359,359,108,32,467
0,2541,31,31,0,0,31
0,2542,54,54,5,1,59
0,2543,37,37,0,0,37
0,2544,146,146,274,59,420
0,2545,8,8,0,0,8
0,2546,25,25,25,4,50
0,2548,1,1,0,0,1
0,2549,13,13,8,1,21
0,2550,8,8,0,0,8
0,2551,10,10,0,0,10
0,2552,18,18,5,1,23
0,2553,11,11,0,0,11
0,2554,18,18,0,0,18
0,2555,201,201,280,47,481
0,2556,142,142,277,54,419
0,2557,9,9,0,0,9
0,2558,10,10,0,0,10
0,2559,500,500,603,148,1103
0,2560,19,19,1,1,20
0,2561,44,44,59,5,103
0,2562,488,488,912,79,1400
0,2563,126,126,127,28,253
0,2564,198,198,196,47,394
0,2565,6,6,0,0,6
0,2566,70,70,58,12,128
0,2567,48,48,4,2,52
0,2568,30,30,0,0,30
0,2569,7,7,0,0,7
0,2570,58,58,26,5,84
0,2571,0,0,7,4,7
0,2572,38,38,20,4,58
0,2574,475,475,357,94,832
0,2575,500,500,383,91,883
0,2576,9,9,0,0,9
0,2577,499,499,667,163,1166
0,2578,51,51,1,1,52
0,2579,4,4,0,0,4
0,2580,8,8,0,0,8
0,2581,7,7,0,0,7
0,2582,4,4,0,0,4
0,2583,497,497,600,148,1097
0,2584,17,17,0,0,17
0,2585,500,500,432,70,932
0,2586,7,7,0,0,7
0,2587,11,11,0,0,11
0,2588,6,6,0,0,6
0,2589,2,2,0,0,2
0,2590,8,8,0,0,8
0,2591,2,2,0,0,2
0,2592,25,25,35,7,60
0,2593,38,38,1,1,39
0,2594,80,80,112,24,192
0,2595,490,490,890,121,1380
0,2596,13,13,0,0,13
0,2597,8,8,0,0,8
0,2598,10,10,0,0,10
0,2599,27,27,0,0,27
0,2600,500,500,816,171,1316
0,2601,10,10,0,0,10
0,2602,17,17,0,0,17
0,2603,11,11,3,1,14
0,2604,20,20,0,0,20
0,2605,6,6,0,0,6
0,2606,3,3,0,0,3
0,2607,14,14,0,0,14
0,2608,5,5,0,0,5
0,2609,24,24,0,0,24
0,2610,15,15,0,0,15
0,2611,5,5,0,0,5
0,2612,7,7,0,0,7
0,2613,4,4,0,0,4
0,2615,498,498,466,121,964
0,2616,5,5,0,0,5
0,2617,6,6,0,0,6
0,2618,20,20,0,0,20
0,2619,499,499,683,126,1182
0,2620,5,5,0,0,5
0,2621,1,1,0,0,1
0,2622,77,77,133,24,210
0,2623,2,2,0,0,2
0,2624,37,37,17,8,54
0,2625,15,15,0,0,15
0,2626,495,495,398,92,893
0,2627,15,15,1,1,16
0,2628,7,7,0,0,7
0,2629,39,39,6,2,45
0,2630,500,500,694,180,1194
0,2631,51,51,58,15,109
0,2632,38,38,62,16,100
0,2633,14,14,0,0,14
0,2634,4,4,0,0,4
0,2635,9,9,6,1,15
0,2636,196,196,276,24,472
0,2637,246,246,121,22,367
0,2638,0,0,2,1,2
0,2639,12,12,10,3,22
0,2640,500,500,1003,195,1503
0,2641,5,5,0,0,5
0,2642,10,10,0,0,10
0,2643,14,14,0,0,14
0,2644,495,495,591,132,1086
0,2645,2,2,0,0,2
0,2646,14,14,0,0,14
0,2647,9,9,3,1,12
0,2648,4,4,0,0,4
0,2649,12,12,0,0,12
0,2650,16,16,0,0,16
0,2651,2,2,0,0,2
0,2652,6,6,1,1,7
0,2653,59,59,69,17,128
0,2654,11,11,1,1,12
0,2655,7,7,1,1,8
0,2656,25,25,4,2,29
0,10037,4,4,4,2,8
0,10040,1,1,0,0,1
0,10041,3,3,2,1,5
0,10045,1,1,0,0,1
0,10049,1,1,0,0,1
0,10050,3,3,3,2,6
0,10052,2,2,14,1,16
0,10053,2,2,0,0,2
0,10054,1,1,0,0,1
0,10056,1,1,1,1,2
1,1,1,1,0,0,1
1,17,5,5,3,1,8
1,26,248,248,23,6,271
1,38,34,34,30,7,64
1,46,500,500,286,67,786
1,51,67,67,100,16,167
1,55,71,71,60,11,131
1,65,5,5,1,1,6
1,67,432,432,21,13,453
1,68,17,17,13,2,30
1,72,11,11,0,0,11
1,73,5,5,4,2,9
1,84,306,306,83,40,389
1,115,177,177,318,38,495
1,119,2,2,0,0,2
1,124,37,37,4,3,41
1,130,151,151,0,0,151
1,163,1,1,0,0,1
1,183,3,3,0,0,3
1,188,1,1,0,0,1
1,199,9,9,13,2,22
1,200,399,399,244,76,643
1,201,112,112,32,9,144
1,203,29,29,76,8,105
1,206,500,500,521,83,1021
1,245,4,4,0,0,4
1,253,207,207,45,20,252
1,263,44,44,6,3,50
1,297,455,455,413,93,868
1,307,42,42,10,3,52
1,310,43,43,9,3,52
1,327,6,6,1,1,7
1,349,1,1,0,0,1
1,366,270,270,166,42,436
1,374,500,500,399,92,899
1,378,1,1,0,0,1
1,403,3,3,0,0,3
1,404,39,39,23,7,62
1,406,55,55,11,6,66
1,417,63,63,4,2,67
1,418,48,48,75,6,123
1,443,50,50,15,6,65
1,451,3,3,0,0,3
1,455,6,6,0,0,6
1,466,283,283,75,25,358
1,483,134,134,110,17,244
1,485,1,1,1,1,2
1,496,425,425,944,142,1369
1,501,1,1,0,0,1
1,508,19,19,21,4,40
1,517,128,128,266,36,394
1,526,2,2,0,0,2
1,528,140,140,36,13,176
1,531,2,2,0,0,2
1,536,64,64,16,4,80
1,545,4,4,2,1,6
1,546,6,6,0,0,6
1,548,246,246,48,23,294
1,556,168,168,71,7,239
1,558,390,390,131,37,521
1,561,500,500,165,53,665
1,562,6,6,3,1,9
1,565,115,115,34,18,149
1,570,27,27,8,3,35
1,577,136,136,54,11,190
1,586,3,3,0,0,3
1,587,444,444,364,79,808
1,590,142,142,68,20,210
1,593,367,367,168,55,535
1,602,96,96,10,8,106
1,606,391,391,107,36,498
1,610,15,15,10,3,25
1,633,2,2,1,1,3
1,637,26,26,82,10,108
1,643,185,185,156,32,341
1,645,4,4,1,1,5
1,646,17,17,17,10,34
1,650,10,10,9,4,19
1,654,29,29,74,12,103
1,656,1,1,0,0,1
1,658,1,1,3,1,4
1,660,1,1,0,0,1
1,664,2,2,3,2,5
1,665,1,1,0,0,1
1,666,3,3,6,2,9
1,671,2,2,1,1,3
1,672,3,3,0,0,3
1,679,1,1,0,0,1
1,685,7,7,30,5,37
1,686,3,3,1,1,4
1,691,357,357,408,62,765
1,696,9,9,38,4,47
1,697,1,1,0,0,1
1,701,3,3,5,2,8
1,704,2,2,0,0,2
1,706,1,1,0,0,1
1,710,1,1,0,0,1
1,715,36,36,43,8,79
1,718,9,9,27,1,36
1,719,2,2,1,1,3
1,720,2,2,0,0,2
1,725,63,63,14,8,77
1,730,1,1,0,0,1
1,733,14,14,10,5,24
1,734,4,4,0,0,4
1,740,8,8,20,1,28
1,741,1,1,0,0,1
1,753,3,3,4,2,7
1,754,11,11,2,2,13
1,758,1,1,34,1,35
1,762,1,1,0,0,1
1,765,7,7,10,1,17
1,771,17,17,3,3,20
1,778,1,1,0,0,1
1,783,121,121,384,36,505
1,784,3,3,2,1,5
1,790,2,2,0,0,2
1,791,1,1,0,0,1
1,792,2,2,20,2,22
1,795,10,10,14,4,24
1,812,3,3,1,1,4
1,817,1,1,0,0,1
1,819,92,92,104,30,196
1,820,1,1,0,0,1
1,827,4,4,0,0,4
1,831,2,2,0,0,2
1,836,6,6,1,1,7
1,837,2,2,0,0,2
1,840,51,51,66,17,117
1,842,7,7,5,2,12
1,843,1,1,0,0,1
1,848,1,1,0,0,1
1,850,2,2,0,0,2
1,855,3,3,0,0,3
1,856,1,1,0,0,1
1,857,8,8,60,7,68
1,859,13,13,1,1,14
1,860,3,3,5,2,8
1,862,1,1,5,1,6
1,874,1,1,0,0,1
1,877,2,2,0,0,2
1,880,1,1,1,1,2
