article_id,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords,label,source_split,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total,severity_applicable,severity_score,severity_label,base_harm_weight,propagation_multiplier_constant,propagation_multiplier_bucket,propagation_multiplier_linear,severity_strategy,severity_notes,engagement_bucket_fake_only,high_risk_keyword_hits,medium_risk_keyword_hits,guidance_keyword_hits
701,article,webmd.com,https://www.webmd.com/lung/news/20200409/first-case-of-covid-19-presenting-as-guillain-barre-reported,First Case of COVID-19 Presenting as Guillain-Barre´ Reported,"""First Case of COVID-19 Presenting as Guillain-Barre´ Reported""",what your doctor is reading on medscape.com april 09 2020 -- physicians in china are reporting what they believe is the first case of covid-19 initially presenting as acute guillain barre syndrome gbs. the patient was a 61-year old woman returning home from wuhan during the pandemic. gbs is an autoimmune neuropathy which could be triggered by various infections corresponding author sheng chen md phd shanghai jiao tong university school of medicine china told medscape medical news. ,an older woman returning from wuhan during the pandemic presented with signs and symptoms that suggested guillain barre syndrome. she was subsequently found to have covid-19. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,guillain barre syndrome,acute respiratory distress syndrome, acute respiratory distress syndrome (ards), adult respiratory distress syndrome, ards,pandemic,severe acute respiratory syndrome (sars), severe acute respiratory syndrome, sars,f""",0,5,64,64,10,5,74,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
702,article,webmd.com,https://www.webmd.com/lung/news/20200409/see-acute-hepatitis-consider-covid-19-ny-case-suggests,"See Acute Hepatitis? Consider COVID-19, NY Case Suggests","""See Acute Hepatitis? Consider COVID-19, NY Case Suggests""",what your doctor is reading on medscape.com april 09 2020 -- a woman presented to the emergency department with high liver enzyme levels and dark urine. she developed fever on day 2 of care and then tested positive for the new coronavirus researchers at northwell health in hempstead new york report. the authors say the case published online in the american journal of gastroenterology is the first documented instance of a patient with covid-19 presenting with acute hepatitis as the pri. ,a woman presented to the emergency department with high liver enzyme levels and dark urine but did not develop fever until day 2 of care. she then tested positive for the virus. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,hepatitis, viral hepatitis,fever,hyperthermia, heat exhaustion, heat prostration,biliary disease, gallbladder disease,hepatitis a,jaundice,pneumonia,chest x-ray, chest xray, chest film, chest radiograph,thoracic radiography,hospital (emerg""",0,5,24,24,1,1,25,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
703,article,webmd.com,https://www.webmd.com/lung/news/20200409/first-protocol-on-how-to-use-lung-ultrasound-to-triage-covid-19,First Protocol on How to Use Lung Ultrasound to Triage COVID-19,"""First Protocol on How to Use Lung Ultrasound to Triage COVID-19""",what your doctor is reading on medscape.com april 09 2020 -- the first protocol for the use of lung ultrasound to quantitively and reproducibly assess the degree of lung involvement in patients suspected of having covid-19 infection has been published by a team of italian experts with experience of using the technology on the front line. particularly in spain and italy where the pandemic has struck hardest in europe hard pressed clinicians seeking to quickly understand whether patients w. ,with lung ultrasound increasingly used in the emergency room for the triage of patients with suspected covid-19 italian experts working on the front line have published the first standardized protocol .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,triage,ultrasonography, ultrasound, sonogram,lung,preventive screening, screening,pneumonia,hospital (emergency services),chest x-ray, chest xray, chest film, chest radiograph,thoracic radiography,respiratory failure,Europe, European""",0,5,23,23,1,1,24,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
704,article,webmd.com,https://www.webmd.com/lung/news/20200409/covid-19-diary-day-4-am-i-losing-my-humanity-already,COMMENTARY: COVID-19 Diary Day 4: Am I Losing My Humanity? Already?,"""COMMENTARY: COVID-19 Diary Day 4: Am I Losing My Humanity? Already?""",what your doctor is reading on medscape.com april 09 2020 -- what a difference a week makes. four days ago i wrote about the surge that we were expecting and how our institution was preparing by restricting visitors. still i was able to bend the rules and get an anxious father into the clinic so he could hear his only daughter 's cancer prognosis and the treatment i was recommending. there are times when people need their family and i was in a position to make that happen. that was then.as. ,watching patients die alone. resisting the urge to check email during a video consult. oncologist don dizon worries that covid-19 's unsettling restrictions may have lasting effects on the art of medicine. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,humanism,cancer, malignant neoplasia, carcinoma,computed tomography, ct,anxiety,hospitals,inpatient care,Rhode Island,Surgery,oncological medicine,Artificial Intelligence, A.I, AI,isolation, quarantine,health clinic, clinic, outpatient cli""",0,5,7,7,0,0,7,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
705,article,webmd.com,https://www.webmd.com/lung/news/20200409/beaches-lakes-pools-is-covid-in-the-water,"Beaches, Lakes, Pools: Is COVID-19 in the Water?","""Beaches, Lakes, Pools: Is COVID-19 in the Water?""",april 9 2020 -- when gov. brian kemp of georgia issued his state 's stay at home order it included an exemption that surprised many he declared all the beaches in the state open overruling local officials that had closed theirs. their concerns related to social distancing and the fear their small coastal communities would be overwhelmed. and experts agree its not the beach itself that s a threat as much as it is other beachgoers. there is one small way the water might pose a hazard. kimber. ,is there any risk of getting covid-19 from the ocean freshwater or pools. experts share what they know. ,,"""COVID-19, coronavirus, ocean, beach, pool, lake, chlorine, infection, wastewater, feces, contamination""",0,5,27,27,2,1,29,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
706,article,webmd.com,https://www.webmd.com/lung/news/20200409/cdc-issues-new-return-to-work-guidelines,CDC Issues New Return-to-Work Guidelines,"""CDC Issues New Return-to-Work Guidelines""",april 9 2020 the cdc is releasing new guidance on return to work rules for critical workers exposed to a covid-19 case or a suspected case replacing previous guidance to stay home for 14 days. one of the most important things we can do is keep our critical workforce working cdc director robert redfield said at a white house briefing wednesday. in certain circumstances they can go back to work he said. neither redfield nor the other governmental officials specified what counts as an. ,the cdc is releasing new guidance on return to work rules for critical workers exposed to a covid-19 case or a suspected case replacing previous guidance to stay home for 14 days .. ,,"""CDC, covid-19, coronavirus, pandemic, critical workers, 14 days, guidance, virus""",0,5,34,34,7,1,41,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
707,article,webmd.com,https://www.webmd.com/lung/news/20200409/covid-19-killing-men-at-higher-risk-in-nyc,COVID-19 Killing Men at Higher Rate in NYC,"""COVID-19 Killing Men at Higher Rate in NYC""","april 9 2020 the covid-19 death rate in new york city among men is nearly double the rate among women new data show. men also have higher rates of infection and hospitalization. there have been 55.72 covid-19 deaths for every 100,000 men compared with 29.8 per 100,000 women according to city health department figures. the case rates are more than 1,006.57 per 100,000 among men and 776.68 per 100,000 among women and hospitalization rates are 286.12 per 100,000 among men and 175.4. ",,,"""covid-19, death rate, new york, new york city, coronavirus, covid-19, pandemic""",0,5,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
708,article,webmd.com,https://www.webmd.com/lung/news/20200409/covid19-what-t1-diabetes-patients-need-to-know,COVID-19: What T1 Diabetes Patients Need to Know,"""COVID-19: What T1 Diabetes Patients Need to Know""",thursday april 9 2020 healthday news -- if you or your child has type 1 diabetes you already have a lot of extra health worries and now you need to add covid-19 infections to the list. you may be wondering if you have a higher risk of catching covid-19 if you 'll be able to get your diabetes supplies and how you might handle the illness if you do get sick. here 's some information to help you get through this trying time is my risk of covid-19 higher. aaron kowalski ceo of jdrf forme. ,if you or your child has type 1 diabetes you already have a lot of extra health worries and now you need to add covid-19 infections to the list .. ,,"""covid-19, coronavirus, diabetes, type 1, infections, pandemic, public health""",0,5,6,6,0,0,6,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
709,article,webmd.com,https://www.webmd.com/lung/news/20200409/why-is-covid-19-sometimes-severe-in-young-adults,COVID May Trigger 'Cytokine Storm' in Some Cases,"""COVID May Trigger 'Cytokine Storm' in Some Cases""","thursday april 9 2020 healthday news -- covid-19 has infected over 429,000 americans and claimed the lives of nearly 15,000 patients with seniors clearly bearing the brunt of severe disease. but experts warn the virus is proving to be a threat to some younger americans as well. according to the u.s. centers for disease control and prevention that 's been true since americans began getting sick. in mid march the cdc reported that patients aged 20 to 64 accounted for 20 of all covid-19 fa. ",so far the main driver of serious illness among all patients young and old appears to be an immune system gone into overdrive .. ,,"""covid-19, coronavirus, virus, pandemic, outbreak, quarantine""",0,5,22,22,0,0,22,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
710,article,webmd.com,https://www.webmd.com/lung/news/20200409/dont-count-on-warmer-weather-to-curb-covid-19,Don't Count on Warmer Weather to Curb COVID-19,"""Don't Count on Warmer Weather to Curb COVID-19""",thursday april 9 2020 healthday news -- both the u.s. national academy of sciences and a report out of china are dampening hopes that -- as happens with colds and the flu -- covid-19 might begin to fade with hotter weather. given that countries currently in summer climates such as australia and iran are experiencing rapid virus spread a decrease in cases with increases in humidity and temperature elsewhere should not be assumed according to experts at the national academy of science. ,both the u.s. national academy of sciences and a report out of china are dampening hopes that covid-19 might begin to fade with hotter weather. ,,"""COVID-19, summer, virus, pandemic, coronavirus""",0,5,35,35,0,0,35,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
711,article,webmd.com,https://www.webmd.com/lung/news/20200409/cvs-walgreens-launch-drive-thru-rapid-testing,"CVS, Walgreens Launch Drive-Thru Rapid Testing","""CVS, Walgreens Launch Drive-Thru Rapid Testing""",april 9 2020 free drive thru testing will soon be available in several states which could provide results in as little as 5 to 15 minutes. on tuesday cvs health announced new testing sites in georgia massachusetts and rhode island while walgreens announced 15 new sites in seven states including arizona florida illinois kentucky louisiana tennessee and texas. the locations are being prepared now and should be active later this week walgreens said in a statement. limited appointment. ,,,"""drive-thru testing, cvs, walgreens, arizona, georgia, covid-19, coronavirus, pandemic""",0,5,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
712,article,webmd.com,https://www.webmd.com/lung/news/20200409/chicago-jail-has-highest-source-of-covid-19-cases,Chicago Jail Has Highest Source of COVID-19 Cases,"""Chicago Jail Has Highest Source of COVID-19 Cases""",april 9 2020 cook county jail in chicago is the top coronavirus hotspot in the country according to data from thenew york times. the newspaper launched a nationwide data tracking project to report on every confirmed covid-19 case in the u.s. based on federal state and local data. early tuesday afternoon the jail was identified as a key hotspot for the spread of the coronavirus the chicago sun times reported. according to the data 387 cases of coronavirus have been traced back to the jai. ,,,"""chicago, jail, covid-19, coronavirus, illinois, pandemic, virus""",0,5,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
713,article,webmd.com,https://www.webmd.com/lung/news/20200409/super_spreader_events_increase_covid_19_cases,'Super Spreader' Events Increase COVID-19 Cases,"""'Super Spreader' Events Increase COVID-19 Cases""",thursday april 9 2020 healthday news -- they gathered in chicago to mourn a loved one 's passing. but the new coronavirus was lurking among them leading to a super spreader event that sickened 16 and killed three. it 's tragedies like these that have spurred extended stay at home orders across the united states along with bans on group gatherings as public health officials struggle to rein in the covid-19 pandemic. where people are together in settings like a funeral or large family gath. ,a funeral a birthday and three deaths super spreader events show why social distancing is key .. ,,"""safety, infectious diseases, coronavirus, health, public health, pandemic, United States, death""",0,5,21,21,1,1,22,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
714,article,webmd.com,https://www.webmd.com/lung/news/20200410/wwii-vet-shows-off-dance-moves-during-quarantine,WWII Vet Shows Off Dance Moves During Quarantine,"""WWII Vet Shows Off Dance Moves During Quarantine""",april 10 2020 -- a 97-year old veteran is spreading joy during the coronavirus pandemic with his epic dance moves. stars and stripes honor flight tweeted a video of chuck -- a world war ii navy pilot -- dancing on his doorstep to ca nt stop the feeling by justin timberlake. more than 1 million people have watched the video so far -- including timberlake himself. the star shared a snippet of the performance to his instagram story saying this just made my day. people over the age of 65 s. ,people over the age of 65 seem to be at higher risk for severe illness from covid-19 according to the cdc .. ,,"""coronavirus, covid-19, senior health, justin timberlake, quarantine, veterans""",0,5,21,21,0,0,21,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
715,article,webmd.com,https://www.webmd.com/lung/news/20200410/brain-affected-in-1-in-3-cases-of-severe-covid-19,Brain Affected in 1 in 3 Cases of Severe COVID-19,"""Brain Affected in 1 in 3 Cases of Severe COVID-19""",friday april 10 2020 healthday news -- a study out of china finds that strokes altered consciousness and other neurological issues are relatively common in more serious cases of covid-19. looking at 214 cases of severe coronavirus illness treated in wuhan city during the early phase of the global pandemic doctors reported that 36.4 of patients displayed neurological symptoms. sometimes these symptoms appeared in the relative absence of typical symptoms of covid-19 -- fever cough dia. ,a study out of china finds that strokes altered consciousness and other neurological issues are relatively common in more serious cases of covid-19 .. ,,"""stroke, infections, infectious diseases, coronavirus, neurological, COVID-19""",0,5,76,76,6,3,82,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
716,article,webmd.com,https://www.webmd.com/lung/news/20200410/national-stockpile-almost-out-of-ppe,National Stockpile Almost Out of PPE,"""National Stockpile Almost Out of PPE""",april 10 2020 the strategic national stockpile is running low on personal protective equipment which includes n95 respirators surgical masks face shields gowns and other medical supplies for frontline health care workers fighting against covid-19. the stockpile is sending out all its remaining inventory the department of health and human services told the associated press on wednesday. a document from the department shows that 90 of the stockpiles ppe has been distributed. the remai. ,the strategic national stockpile is running low on personal protective equipment which includes n95 respirators surgical masks face shields gowns and other medical supplies for frontline health care workers fighting against covid-19 .. ,,"""covid-19, face shields, ppe, gowns,""",0,5,7,7,18,1,25,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
717,article,webmd.com,https://www.webmd.com/lung/news/20200410/nih-launches-clinical-trial-of-hydroxychloroquine,NIH Launches Clinical Trial of Hydroxychloroquine,"""NIH Launches Clinical Trial of Hydroxychloroquine""",april 10 2020 the national institutes of health announced a clinical trial on thursday of hydroxychloroquine to treat adults hospitalized with covid-19. the first patients who are enrolled in the trial are at vanderbilt university medical center in nashville. the blinded placebo controlled randomized clinical trial will test the safety and effectiveness of the drug in hospitalized patients. the goal is to enroll more than 500 patients according to the news release at dozens of medical cen. ,the national institutes of health announced a clinical trial on thursday of hydroxychloroquine to treat adults hospitalized with covid-19 .. ,,"""national institutes of Health, nih, coronavirus, covid-19,  hydroxychloroquine, pandemic, virus""",0,5,10,10,7,4,17,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
718,article,webmd.com,https://www.webmd.com/lung/news/20200410/covid-19-shows-gaps-in-controls-at-nursing-homes,COVID-19 Shows Gaps in Controls at Nursing Homes,"""COVID-19 Shows Gaps in Controls at Nursing Homes""",april 10 2020 -- family members are growing more concerned about whether nursing homes can keep their elderly relatives safe from covid-19 as nearly 150 of the homes across 27 states have at least one resident with the disease. residents and staff at 90 maryland nursing homes and assisted living facilities have tested positive for covid-19 gov. larry hogan r reported sunday. the scenes that played out last week at the pleasantville nursing home in carroll county md were reminiscent of ki. ,nearly 150 of the homes across 27 states have at least one resident with coronavirus .. ,,"""coronavirus, covid-19, nursing homes, senior health, contagion""",0,5,29,29,3,1,32,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
719,article,webmd.com,https://www.webmd.com/lung/news/20200410/100-american-flight-attendants-have-covid-19,100 American Flight Attendants Have COVID-19,"""100 American Flight Attendants Have COVID-19""","april 10 2020 about 100 american airlines flight attendants have tested positive for the coronavirus according to the association of professional flight attendants which represents more than 27,000 american airlines workers. the union messaged its members this week and said the airline has agreed to start providing face masks for frontline team members while at work should you choose to wear one according to cnn. the union said masks would be distributed this week. the union has been. ",,,"""american airlines, flight attendants, flight, airplane, covid-19, coronavirus, pandemic, virus""",0,5,97,97,37,17,134,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
720,article,webmd.com,https://www.webmd.com/lung/news/20200410/when-covid19-postpones-your-screening-test-or-surgery,When COVID-19 Postpones Your Screening Test or Surgery,"""When COVID-19 Postpones Your Screening Test or Surgery""",waiting for a health service you need can be an anxiety -producing experience. it 's normal to wonder how the delay could affect your health. whether to wait and for how long will depend on your need for medical care. hospitals have delayed these services to protect healthy people from the virus and to save medical equipment and supplies for those who do have it as doctors of all stripes have been pulled into coronavirus duty. social distancing has forced doctors to reschedule routine checkup. ,what to do if you have to put off a test or procedure you need because of the coronavirus pandemic .. ,,"""coronavirus, COVID-19, elective surgery, screening test, pandemic, health care""",0,5,34,34,1,1,35,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
721,article,webmd.com,https://www.webmd.com/lung/news/20200410/you-are-the-heroes-comedians-tell-clinicians-part-2,"'You Are the Heroes,' Comedians Tell Clinicians, Part 2","""'You Are the Heroes,' Comedians Tell Clinicians, Part 2""",april 10 2020 -- for rob corddry a daily show alumnus and star of the hbo hit ballers the coronavirus pandemic has become very personal. he 's watched a good friend who is an emergency specialist struggle to keep up the pace since the virus has swept through the los angeles hospital where she works. even as a comedian i get how serious the impact of the coronavirus has been on the medical community corddry told medscape medical news. to cheer on his physician friend and everyone in medi. ,in the second of this two part series comedian rob corddry and his friends walton goggins jim gaffigan and ed helms pay tribute to healthcare professionals as they battle covid-19 .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,hospitals,inpatient care,pandemic,fund raising""",0,5,4,4,0,0,4,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
722,article,webmd.com,https://www.webmd.com/lung/news/20200410/nyc-hospitals-require-healthcare-workers-to-report-in-person,NYC Hospitals Require In-Person Presence for Telehealth Work,"""NYC Hospitals Require In-Person Presence for Telehealth Work""",what your doctor is reading on medscape.com april 10 2020 -- a social worker in new york city was home caring for his sick son when the hospital at which he works ordered him to report back to work. his son had covid-19 yet his hospital told him he had to show up in person. the social worker 's situation is just one of many nyc health hospitals employees who could work remotely yet are required to report in person. his circumstances were described in a letter sent by lichten bright a. ,social workers and medical records specialists who are being asked to come in even though they can do their jobs remotely worry they may be contributing to the spread of covid-19 .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,hospitals,ethics,disease surveillance,epidemic,outbreak,pandemic""",0,5,11,11,0,0,11,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
723,article,webmd.com,https://www.webmd.com/lung/news/20200410/numbers-lacking-on-covid-19-infected-healthcare-workers,Numbers Lacking on COVID-19-Infected Healthcare Workers,"""Numbers Lacking on COVID-19-Infected Healthcare Workers""",what your doctor is reading on medscape.com april 10 2020 -- as of april 8 california reported that 1651 healthcare workers were infected with the novel coronavirus that causes covid-19. but just how many healthcare workers are infected nationwide is unknown. although states and cities are regularly updating and publicly reporting overall covid-19 infection numbers and deaths few jurisdictions are tracking and publicly reporting how many healthcare workers have been infected. without that. ,the data could help pinpoint where staff and equipment are most needed and help answer who is at highest risk. but there 's no national reporting and only a few states report the numbers publicly. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E""",0,5,20,20,0,0,20,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
724,article,webmd.com,https://www.webmd.com/lung/news/20200410/covid-19-diary-day-6-clinicians-choices-shouldnt-be-judged,COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged,"""COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged""",what your doctor is reading on medscape.com april 10 2020 -- yesterday we celebrated the 12th birthday of my twins. we had a special dinner before we sang happy birthday ate cake which i made myself. and opened presents. there were no other family and friends at our house because of covid-19. the absence of one particular woman was painfully obvious. my mother in law marilyn has been an intimate part of our kids lives since they were born. she has always been there for our kids cel. ,don dizon reflects on the choices he has and does not have as a father and a physician in the covid-19 era .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,cancer, malignant neoplasia, carcinoma,children, child, childhood, pediatrics, kids,asthma, asthmatic,attending,fever,hyperthermia, heat exhaustion, heat prostration,hospitals,inpatient care,inpatient services,residency,Rhode Island,oncolo""",0,5,7,7,0,0,7,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
725,article,webmd.com,https://www.webmd.com/lung/news/20200410/cms-loosens-telehealth-clinician-rules-for-covid-19-crisis,"CMS Loosens Telehealth, Clinician Scope-of-Practice Rules","""CMS Loosens Telehealth, Clinician Scope-of-Practice Rules""",what your doctor is reading on medscape.com april 10 2020 -- to boost the capacity of frontline clinicians and facilities to fight covid-19 the centers for medicare medicaid services cms on thursday announced it is temporarily suspending rules to allow physicians to provide telehealth services across state lines and will permit midlevel practitioners to provide as much care as their state licenses allow. physicians can now care for patients at rural hospitals across state lines via pho. ,the new regulation finalizes a rule change to let doctors practice across state lines in rural areas. other clinicians have been given more latitude to provide care. ,,"""Trump and healthcare, Trump and healthcare reform, healthcare reform under Trump,health care reform,health services, health care services,health care facilities/manpower/services,delivery of health care,health care access, health services accessibility,telehealth (telemedicine), telemedicine,medicare,medicaid,pandemic,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronav""",0,5,19,19,0,0,19,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
726,article,webmd.com,https://www.webmd.com/lung/news/20200410/trending-clinical-topic-ppe,Trending Clinical Topic: PPE,"""Trending Clinical Topic: PPE""",what your doctor is reading on medscape.com as the covid-19 pandemic spreads and worsens in some areas concern about the availability of personal protective equipment ppe has become the top trending clinical topic. worry about shortages has led many healthcare workers to speak out sometimes at the cost of harassment or firing. a nurse in oklahoma was reportedly fired because he wore a surgical mask while inserting an iv line in a patient. a memo issued by the california nurses association. ,concerns about the shortage of personal protective equipment needed for healthcare workers on the frontlines of the covid pandemic resulted in this weeks top trending clinical topic .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,infection control,preventive medicine (prevention),personal protective equipment,occupational health,clinician health and well-being, work-life balance, balancing career and personal life, balancing personal and professional life,delivery""",0,5,29,29,1,1,30,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
727,article,webmd.com,https://www.webmd.com/lung/news/20200410/covid-19-daily-tracking-clinician-infections-practice-rules-loosened,"COVID-19 Daily: Clinician Infections, Practice Rules Loosened","""COVID-19 Daily: Clinician Infections, Practice Rules Loosened""",what your doctor is reading on medscape.com april 10 2020 -- here are the coronavirus stories medscape 's editors around the globe think you need to know about today no one knows how many clinicians have been infected with the novel coronavirus. while states are regularly reporting overall infection numbers and deaths few have been specifically tracking infections in healthcare workers. without that data its difficult to pinpoint which areas are at greatest risk and most in need of person. ,these are the coronavirus stories you need to know about today .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,disease surveillance,disease management,hospitals,hospital medicine,telehealth (telemedicine), telemedicine,hypertension,cardiovascular disease, cvd (cardiovascular disease),obesity, obese,death and dying""",0,5,13,13,0,0,13,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
728,article,webmd.com,https://www.webmd.com/lung/news/20200410/heart-patients-should-ask-about-home-based-cardiac-rehab,Heart Patients: Ask About Home-Based Cardiac Rehab,"""Heart Patients: Ask About Home-Based Cardiac Rehab""",friday april 10 2020 healthday news -- for those with heart problems home based rehab can take the place of hospital based cardiac rehabilitation during the current coronavirus pandemic heart experts say. home based cardiac rehab is a solution to help provide cardiac rehabilitation to patients with heart disease in a home setting and to help them survive and thrive during this challenging period of time said dr. randal thomas. he 's a preventive cardiologist and medical director of the. ,mayo clinic has used home based cardiac rehab with a small number of patients over the years but the coronavirus pandemic has made it necessary to transition all cardiac rehab to home based settings in a matter of weeks .. ,,"""covid-19, coronavirus, outbreak, cardiac, heart conditions, pandemic""",0,5,34,34,0,0,34,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
729,article,webmd.com,https://www.webmd.com/lung/news/20200410/tweets-show-america-following-covid-19-precautions,Tweets Show America Following COVID-19 Guidelines,"""Tweets Show America Following COVID-19 Guidelines""",friday april 10 2020 healthday news -- an analysis of twitter data suggests that americans are heeding social distancing and other safety recommendations during the coronavirus pandemic researchers say. officials have told people to limit travel stay home and distance themselves to slow the spread of the virus. the question though is how effective are these policies. once you tell people to stay home it does n't mean everyone listens said research leader mark dredze a computer scient. ,an analysis of twitter data suggests that americans are heeding social distancing and other safety recommendations during the coronavirus pandemic. ,,"""computers, internet, safety, coronavirus, twitter, COVID-19""",0,5,17,17,0,0,17,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
